legacy_id,donor_name,gift_date,gift_amount,gift_type,notes,migrated_date,data_source
37921,Claire J.,2020-06-11,3.11,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37922,C. Jones,2022-01-20,48.58,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37923,C. Jones,2020-09-06,36.2,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37924,Gregory Fisher,2018-05-01,10.62,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37925,Gregory Fisher,2021-03-12,21.65,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37926,G. Fisher,2022-11-01,74.88,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37927,G. Lloyd,2020-11-16,7.19,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37928,"Lloyd, Gavin",2021-01-02,33.87,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37929,G. Lloyd,2020-11-22,8.85,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37930,"Lloyd, Gavin",2022-04-17,23.57,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37931,Gavin L.,2020-05-10,10.6,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37932,Marcus Elliott,2021-08-11,15.89,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37933,Marcus E.,2019-01-11,33.95,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37934,"Elliott, Marcus",2019-01-22,85.19,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37935,Marcus E.,2022-03-27,22.48,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37936,"Potter, Toby",2019-06-01,17.96,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37937,Toby Potter,2018-07-04,41.41,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37938,T. Potter,2020-05-23,94.2,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37939,"Gardner, Barry",2020-12-16,6.62,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37940,"Kemp, Stephanie",2020-03-19,5.52,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37941,"Kemp, Stephanie",2019-10-31,89.64,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37942,Stephanie Kemp,2019-01-28,12.1,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37943,Terence R.,2018-05-30,9.84,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37944,Brandon H.,2021-03-01,6.81,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37945,"Howarth, Brandon",2020-08-17,28.72,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37946,B. Howarth,2022-12-14,146.7,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37947,Brandon H.,2019-02-21,11.73,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37948,Brandon Howarth,2018-11-08,20.69,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37949,B. Fowler,2019-12-28,19.42,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37950,"Fowler, Bruce",2018-01-08,121.75,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37951,Bruce Fowler,2020-05-08,6.36,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37952,Bruce Fowler,2019-11-06,123.3,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37953,A. Morton,2019-11-03,105.67,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37954,Alex M.,2019-07-02,5.5,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37955,Alex M.,2020-06-15,46.81,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37956,"Morton, Alex",2018-06-12,17.47,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37957,Dale S.,2021-06-09,18.15,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37958,"Simpson, Dale",2019-10-01,20.35,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37959,Dale S.,2018-04-05,15.03,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37960,Dale Simpson,2020-02-18,24.73,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37961,D. Simpson,2019-09-25,5.53,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37962,A. Pearson,2021-08-04,4.78,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37963,Mitchell Price,2018-08-06,9.26,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37964,Mitchell P.,2022-11-27,14.65,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37965,Maurice P.,2021-09-02,55.56,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37966,Maurice Phillips,2020-08-16,2.06,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37967,Maurice P.,2019-12-19,12.59,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37968,Glen B.,2022-04-21,4.14,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37969,G. Bailey,2022-04-27,14.52,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37970,"Hopkins, John",2018-05-25,42.1,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37971,"Wood, Sam",2020-08-30,8.55,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37972,S. Wood,2021-08-30,37.71,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37973,S. Wood,2021-07-22,13.01,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37974,Sam W.,2019-06-09,6.56,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37975,"West, Kevin",2019-09-25,25.76,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37976,H. Roberts,2022-04-11,4.92,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37977,"Williamson, Olivia",2022-02-18,4.6,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37978,Olivia W.,2020-03-11,13.48,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37979,Olivia Williamson,2022-01-19,3.2,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37980,Olivia Williamson,2018-06-17,20.17,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37981,Dennis D.,2021-02-08,11.04,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37982,"Davis, Dennis",2020-11-29,11.66,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37983,Dennis D.,2019-09-18,69.95,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37984,D. Davis,2018-04-24,2.62,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37985,W. Baker,2018-11-10,22.83,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37986,"Baker, Wendy",2018-08-12,24.2,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37987,Carol Blake,2019-02-13,22.37,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37988,Carol Blake,2022-03-03,18.35,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37989,Carol B.,2022-01-26,30.58,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37990,Carol Blake,2020-07-16,46.53,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37991,Carol Blake,2022-09-23,7.02,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37992,Marilyn S.,2018-06-13,45.94,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37993,"Smith, Marilyn",2019-04-09,3.61,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37994,Patrick S.,2018-03-09,40.16,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37995,"Smith, Patrick",2022-09-07,76.7,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37996,Danielle A.,2021-05-22,9.44,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37997,D. Austin,2018-08-22,1.9,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37998,D. Austin,2020-09-14,9.92,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
37999,"Austin, Danielle",2021-01-05,13.38,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38000,V. Harrison,2022-09-10,58.11,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38001,Victor Harrison,2019-09-30,20.07,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38002,V. Harrison,2021-03-27,33.65,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38003,"Harrison, Victor",2018-06-10,21.26,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38004,June L.,2019-02-13,7.98,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38005,"Clarke, Maureen",2018-12-11,6.43,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38006,M. Clarke,2018-10-26,5.24,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38007,Maureen C.,2020-04-16,27.44,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38008,Maureen Clarke,2019-03-11,25.51,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38009,Ross N.,2019-03-20,102.46,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38010,"Nelson, Ross",2020-06-04,30.78,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38011,J. O'Neill,2021-02-21,24.24,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38012,J. O'Neill,2019-01-30,53.43,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38013,Joe O'Neill,2018-09-07,44.97,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38014,Joe O'Neill,2020-06-20,37.85,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38015,"O'Neill, Joe",2022-05-20,7.79,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38016,"Roberts, Frank",2019-01-11,4.5,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38017,"Roberts, Frank",2022-04-06,6.59,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38018,Jack Williams,2020-02-11,2.34,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38019,Jack Williams,2018-09-23,22.52,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38020,Jack Williams,2021-01-20,6.13,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38021,Jack W.,2020-11-15,14.87,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38022,"Williams, Jack",2021-01-01,2.78,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38023,Natalie Arnold,2019-09-12,20.39,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38024,"Arnold, Natalie",2018-04-27,94.8,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38025,N. Arnold,2021-09-20,13.82,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38026,Natalie A.,2019-08-29,12.7,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38027,E. Cook,2019-09-12,30.83,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38028,Emma Cook,2022-11-06,5.98,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38029,"Cook, Emma",2022-11-21,76.14,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38030,"King, Tina",2019-05-25,7.14,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38031,Tina King,2020-02-01,63.47,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38032,Tina King,2018-03-21,18.0,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38033,Peter W.,2018-01-10,30.13,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38034,P. Ward,2022-12-28,21.78,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38035,"Ward, Peter",2019-07-09,67.31,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38036,Peter W.,2021-05-09,16.16,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38037,Peter W.,2019-09-15,12.43,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38038,Lucy Bull,2018-05-20,72.57,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38039,Lucy B.,2018-09-10,43.56,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38040,Jay Thomas,2022-03-22,65.83,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38041,Teresa Brown,2022-05-02,11.82,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38042,Teresa Brown,2018-08-23,16.79,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38043,T. Brown,2018-04-24,209.71,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38044,Teresa B.,2018-06-19,33.53,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38045,"Hall, Joe",2021-11-06,3.33,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38046,Clifford W.,2021-02-13,67.94,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38047,"Watts, Clifford",2018-08-24,40.65,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38048,Clifford W.,2019-03-21,5.71,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38049,C. Watts,2022-08-25,17.47,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38050,Douglas Anderson,2021-06-03,11.35,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38051,Nicola B.,2020-04-08,13.9,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38052,Jodie Allen,2022-11-01,32.48,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38053,Jodie A.,2019-07-20,2.26,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38054,Ellie Morrison,2022-11-29,21.89,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38055,E. Morrison,2022-09-16,19.86,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38056,E. Morrison,2018-06-21,9.44,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38057,Ellie Morrison,2021-06-30,5.33,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38058,A. Jones,2019-11-15,8.44,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38059,Aimee Jones,2018-11-02,250.27,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38060,A. Jones,2019-02-14,14.88,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38061,A. Jones,2021-06-13,2.17,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38062,Aimee J.,2020-12-26,25.84,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38063,Raymond White,2022-10-03,17.24,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38064,Raymond W.,2021-11-05,32.33,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38065,Raymond White,2018-06-29,7.74,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38066,Raymond W.,2021-12-12,13.68,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38067,R. Thompson,2019-03-18,8.62,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38068,R. Thompson,2020-03-29,36.68,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38069,Rosie Thompson,2019-12-10,14.23,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38070,J. White,2022-01-11,39.6,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38071,J. White,2020-09-26,40.92,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38072,Jonathan W.,2019-12-09,29.45,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38073,"Edwards, Wayne",2019-12-21,7.2,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38074,"Edwards, Wayne",2022-02-09,54.05,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38075,W. Edwards,2018-04-08,55.79,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38076,Iain P.,2019-05-16,11.07,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38077,"Pickering, Iain",2022-09-26,28.72,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38078,I. Pickering,2019-05-13,2.13,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38079,I. Pickering,2018-08-22,16.12,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38080,I. Pickering,2021-06-17,129.25,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38081,Jacob Gough,2020-12-15,16.05,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38082,J. Gough,2019-11-12,6.15,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38083,"Gough, Jacob",2019-07-26,36.4,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38084,Jacob Gough,2019-12-23,10.62,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38085,J. Gough,2019-02-19,77.75,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38086,Christopher B.,2018-03-12,40.98,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38087,Christopher Bradshaw,2021-07-14,16.55,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38088,C. Bradshaw,2019-07-01,11.18,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38089,C. Bradshaw,2019-05-06,3.12,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38090,"Bradshaw, Christopher",2018-03-19,12.38,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38091,C. King,2019-08-04,71.28,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38092,C. King,2022-11-05,5.76,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38093,C. King,2022-07-02,36.57,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38094,S. Andrews,2020-11-26,12.14,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38095,"Andrews, Susan",2020-01-07,3.18,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38096,Susan Andrews,2020-02-29,4.84,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38097,D. Edwards,2020-03-05,32.65,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38098,Dawn E.,2018-10-11,63.95,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38099,D. Edwards,2020-02-24,6.06,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38100,Dawn Edwards,2018-03-13,50.85,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38101,"Edwards, Dawn",2019-11-22,47.47,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38102,Bethany M.,2020-02-04,8.73,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38103,B. Murphy,2022-09-20,27.53,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38104,A. Bennett,2019-01-26,24.56,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38105,Annette B.,2018-01-16,16.14,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38106,Annette B.,2019-07-08,5.48,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38107,Jonathan L.,2020-05-29,40.14,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38108,J. Lloyd,2020-03-22,38.57,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38109,Jonathan L.,2022-10-18,116.39,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38110,"Lloyd, Jonathan",2018-11-04,10.16,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38111,N. Herbert,2020-09-07,18.68,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38112,Neil Herbert,2018-02-03,15.65,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38113,"Herbert, Neil",2021-03-22,19.45,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38114,Neil H.,2019-05-22,21.01,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38115,"Atkinson, Bruce",2018-02-01,5.11,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38116,J. Wyatt,2021-01-09,7.76,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38117,J. Wyatt,2022-01-30,33.22,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38118,"Wyatt, Joel",2020-10-14,101.13,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38119,"Wyatt, Joel",2021-05-20,11.0,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38120,Thomas Shaw,2018-12-27,150.7,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38121,Sean Y.,2021-12-28,107.33,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38122,Gemma L.,2019-05-28,196.47,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38123,"Law, Gemma",2019-04-05,52.77,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38124,H. Brown,2022-12-29,4.44,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38125,H. Brown,2019-03-28,17.16,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38126,"Brown, Hollie",2022-06-20,42.52,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38127,Hollie Brown,2021-08-30,54.95,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38128,"Brown, Hollie",2021-06-17,22.2,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38129,"Lane, Jack",2022-07-14,29.1,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38130,J. Lane,2022-02-19,10.02,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38131,M. Robinson,2018-07-04,15.3,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38132,"Robinson, Martyn",2021-04-15,3.96,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38133,M. Robinson,2021-07-17,7.61,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38134,Brett W.,2019-01-10,10.4,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38135,V. Steele,2020-05-04,9.99,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38136,"Steele, Victor",2022-02-25,35.34,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38137,Victor Steele,2018-03-15,6.83,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38138,Victor Steele,2020-10-12,27.33,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38139,"Wong, Billy",2019-02-08,29.1,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38140,"Wong, Billy",2020-04-14,59.79,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38141,Billy Wong,2022-09-25,17.75,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38142,Elliot R.,2019-07-20,19.87,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38143,Elliot R.,2021-10-24,69.63,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38144,J. Walsh,2021-06-09,19.39,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38145,Jeremy Walsh,2018-08-02,75.29,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38146,Jeremy W.,2018-03-31,10.32,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38147,Julian Wilkinson,2020-01-19,15.18,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38148,J. Wilkinson,2021-04-28,5.31,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38149,J. Wilkinson,2021-06-16,4.57,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38150,J. Wilkinson,2018-12-17,1.93,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38151,J. Wilkinson,2022-06-16,35.04,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38152,Anne F.,2020-12-31,32.12,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38153,"Fisher, Anne",2022-12-22,15.52,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38154,Anne F.,2018-09-11,39.72,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38155,"Hussain, Elizabeth",2020-10-18,34.43,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38156,E. Hussain,2022-11-23,185.16,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38157,"Hussain, Elizabeth",2018-08-12,7.38,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38158,E. Hussain,2019-08-29,23.1,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38159,R. Hunt,2021-08-30,13.92,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38160,Robin Hunt,2022-11-24,19.52,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38161,Robin Hunt,2021-08-16,33.25,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38162,Robin Hunt,2018-05-24,157.18,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
